strDrink,idDrink,strCategory,strAlcoholic,strInstructions,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15
Quaker's Cocktail,11983,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,Brandy,Lemon,Raspberry syrup,,,,,,,,,,,,3/4 oz ,3/4 oz ,Juice of 1/4 ,2 tsp ,,,,,,,,,,,
Quaker's Cocktail,11983,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,Brandy,Lemon,Raspberry syrup,,,,,,,,,,,,3/4 oz ,3/4 oz ,Juice of 1/4 ,2 tsp ,,,,,,,,,,,
Quaker's Cocktail,11983,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,Brandy,Lemon,Raspberry syrup,,,,,,,,,,,,3/4 oz ,3/4 oz ,Juice of 1/4 ,2 tsp ,,,,,,,,,,,
Quaker's Cocktail,11983,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,Brandy,Lemon,Raspberry syrup,,,,,,,,,,,,3/4 oz ,3/4 oz ,Juice of 1/4 ,2 tsp ,,,,,,,,,,,
Quarter Deck Cocktail,11985,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,Sherry,Lime,,,,,,,,,,,,,1 1/2 ,1/3 oz cream ,Juice of 1/2 ,,,,,,,,,,,,
Rum Milk Punch,12087,Ordinary Drink,Alcoholic,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,Light rum,Milk,Powdered sugar,Nutmeg,,,,,,,,,,,,2 oz ,1 cup ,1 tsp ,,,,,,,,,,,,
Rum Old-fashioned,12089,Ordinary Drink,Alcoholic,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",Light rum,151 proof rum,Powdered sugar,Bitters,Water,Lime peel,,,,,,,,,,1 1/2 oz ,1 tsp ,1/2 tsp ,1 dash ,1 tsp ,Twist of ,,,,,,,,,
Rum Screwdriver,12091,Ordinary Drink,Alcoholic,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.",Light rum,Orange juice,,,,,,,,,,,,,,1 1/2 oz ,5 oz ,,,,,,,,,,,,,
Rum Sour,12093,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Light rum,Lemon juice,Sugar,Orange,Maraschino cherry,,,,,,,,,,,2 oz ,1 oz ,1/2 tsp superfine ,1 ,1 ,,,,,,,,,,
Shanghai Cocktail,12186,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,Anisette,Grenadine,Lemon,,,,,,,,,,,,1 oz Jamaican ,1 tsp ,1/2 tsp ,Juice of 1/4 ,,,,,,,,,,,
Strawberry Daiquiri,12316,Ordinary Drink,Alcoholic,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,Strawberry schnapps,Light rum,Lime juice,Powdered sugar,Strawberries,,,,,,,,,,,1/2 oz ,1 oz ,1 oz ,1 tsp ,1 oz ,,,,,,,,,,
The Evil Blue Thing,16271,Cocktail,Alcoholic,"Pour ingredients into glass, and drop in a blue whale! The blue whale isn't really necessary, but it makes the drink more ""fun"".",Creme de Cacao,Blue Curacao,Light rum,,,,,,,,,,,,,1 1/2 oz ,1 oz ,1/2 oz ,,,,,,,,,,,,
Van Vleet,12436,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Light rum,Maple syrup,Lemon juice,,,,,,,,,,,,,3 oz ,1 oz ,1 oz ,,,,,,,,,,,,
Vesuvio,12444,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Light rum,Sweet Vermouth,Lemon,Powdered sugar,Egg white,,,,,,,,,,,1 oz ,1/2 oz ,Juice of 1/2 ,1 tsp ,1 ,,,,,,,,,,
Vesuvio,12444,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Light rum,Sweet Vermouth,Lemon,Powdered sugar,Egg white,,,,,,,,,,,1 oz ,1/2 oz ,Juice of 1/2 ,1 tsp ,1 ,,,,,,,,,,
Vesuvio,12444,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Light rum,Sweet Vermouth,Lemon,Powdered sugar,Egg white,,,,,,,,,,,1 oz ,1/2 oz ,Juice of 1/2 ,1 tsp ,1 ,,,,,,,,,,
Vesuvio,12444,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Light rum,Sweet Vermouth,Lemon,Powdered sugar,Egg white,,,,,,,,,,,1 oz ,1/2 oz ,Juice of 1/2 ,1 tsp ,1 ,,,,,,,,,,
Abilene,17835,Ordinary Drink,Alcoholic,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well.,Dark rum,Peach nectar,Orange juice,,,,,,,,,,,,,1 1/2 oz ,2 oz ,3 oz ,,,,,,,,,,,,
Adam,17837,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Dark rum,Lemon juice,Grenadine,,,,,,,,,,,,,2 oz ,1 oz ,1 tsp ,,,,,,,,,,,,
Almeria,11023,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Dark rum,Kahlua,Egg white,,,,,,,,,,,,,2 oz ,1 oz ,1 ,,,,,,,,,,,,
Bleeding Surgeon,16295,Soft Drink / Soda,Alcoholic,"Pour Shot of Rum over slice of orange. Fill the remaining space in glass half way full of surge or similar drink. Finish off glass with cranberry juice. Be carefull, warm surge may foam over the glass.",Dark rum,Orange,Surge,Cranberry juice,,,,,,,,,,,,1 shot ,1 slice ,1/2 glass ,1/2 glass ,,,,,,,,,,,
Cuba Libra,13751,Ordinary Drink,Alcoholic,Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!,Dark rum,Lime,Coca-Cola,Ice,,,,,,,,,,,,1-2 shot ,Squeeze ,Fill with ,,,,,,,,,,,,
Dark and Stormy,17211,Ordinary Drink,Alcoholic,In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,Dark Rum,Ginger Beer,,,,,,,,,,,,,,5 cl,10 cl,,,,,,,,,,,,,
Lord And Lady,11670,Ordinary Drink,Alcoholic,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,Dark rum,Tia maria,,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,,,,,,,,,,,,,
Midnight Cowboy,11766,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Bourbon,Dark rum,Heavy cream,,,,,,,,,,,,,2 oz ,1 oz ,1/2 oz ,,,,,,,,,,,,
Midnight Cowboy,11766,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Bourbon,Dark rum,Heavy cream,,,,,,,,,,,,,2 oz ,1 oz ,1/2 oz ,,,,,,,,,,,,
Midnight Cowboy,11766,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Bourbon,Dark rum,Heavy cream,,,,,,,,,,,,,2 oz ,1 oz ,1/2 oz ,,,,,,,,,,,,
Midnight Cowboy,11766,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Bourbon,Dark rum,Heavy cream,,,,,,,,,,,,,2 oz ,1 oz ,1/2 oz ,,,,,,,,,,,,
Mojito #3,15841,Cocktail,Alcoholic,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",Mint,Lemon juice,Dark rum,Club soda,Angostura bitters,,,,,,,,,,,1/2 handful ,3 cl ,1/8 L Jamaican ,1/8 L ,8 drops ,,,,,,,,,,
Planter's Punch,17191,Punch / Party Drink,Alcoholic,"Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",Dark rum,Orgeat syrup,Orange juice,Pineapple juice,,,,,,,,,,,,1 part ,1/2 part ,2 parts ,1 part ,,,,,,,,,,,
Quentin,11993,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.",Dark rum,Kahlua,Light cream,Nutmeg,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1 oz ,1/8 tsp grated ,,,,,,,,,,,
Veteran,12446,Ordinary Drink,Alcoholic,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,Dark rum,Cherry brandy,,,,,,,,,,,,,,2 oz ,1/2 oz ,,,,,,,,,,,,,
Amaretto Shake,15194,Ordinary Drink,Alcoholic,Combine all ingredients in a blender and blend at high speed until smooth. Serve in chilled glass garnished with bittersweet chocolate shavings.,Chocolate ice-cream,Brandy,Amaretto,,,,,,,,,,,,,2 scoops ,2 oz ,2 oz ,,,,,,,,,,,,
Brandy Alexander,11016,Ordinary Drink,Alcoholic,Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,Brandy,Creme de Cacao,Light cream,Nutmeg,,,,,,,,,,,,1 oz ,1 oz white ,1 oz ,,,,,,,,,,,,
Brandy Flip,11164,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg.",Brandy,Egg,Sugar,Light cream,Nutmeg,,,,,,,,,,,2 oz ,1 whole ,1 tsp superfine ,1/2 oz ,1/8 tsp grated ,,,,,,,,,,
Brandy Sour,11170,Ordinary Drink,Alcoholic,"Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.",Brandy,Lemon,Powdered sugar,Lemon,Cherry,,,,,,,,,,,2 oz ,Juice of 1/2 ,1/2 tsp ,1/2 slice ,1 ,,,,,,,,,,
City Slicker,11251,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Brandy,Triple sec,Lemon juice,,,,,,,,,,,,,2 oz ,1/2 oz ,1 tblsp ,,,,,,,,,,,,
Horse's Neck,17202,Ordinary Drink,Alcoholic,"Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter.",Lemon peel,Brandy,Ginger ale,Bitters,,,,,,,,,,,,1 long strip ,2 oz ,5 oz ,2 dashes ,,,,,,,,,,,
Kioki Coffee,16951,Coffee / Tea,Alcoholic,Stir. Add whipped cream to the top.,Kahlua,Brandy,Coffee,,,,,,,,,,,,,1 oz ,1/2 oz ,,,,,,,,,,,,,
Port Wine Cocktail,11963,Ordinary Drink,Alcoholic,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Port,Brandy,,,,,,,,,,,,,,2 1/2 oz ,1/2 tsp ,,,,,,,,,,,,,
Porto flip,17192,Ordinary Drink,Alcoholic,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",Brandy,Port,Egg Yolk,,,,,,,,,,,,,3 parts,9 parts,2 parts,,,,,,,,,,,,
Scooter,12130,Ordinary Drink,Alcoholic,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",Brandy,Amaretto,Light cream,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,
Scotch Cobbler,12138,Ordinary Drink,Alcoholic,"Pour scotch, brandy, and curacao over ice in an old-fashioned glass. Add the orange slice, top with the mint sprig, and serve.",Scotch,Brandy,Curacao,Orange,Mint,,,,,,,,,,,2 oz ,4 dashes ,4 dashes ,1 slice ,1 ,,,,,,,,,,
Scotch Cobbler,12138,Ordinary Drink,Alcoholic,"Pour scotch, brandy, and curacao over ice in an old-fashioned glass. Add the orange slice, top with the mint sprig, and serve.",Scotch,Brandy,Curacao,Orange,Mint,,,,,,,,,,,2 oz ,4 dashes ,4 dashes ,1 slice ,1 ,,,,,,,,,,
Scotch Cobbler,12138,Ordinary Drink,Alcoholic,"Pour scotch, brandy, and curacao over ice in an old-fashioned glass. Add the orange slice, top with the mint sprig, and serve.",Scotch,Brandy,Curacao,Orange,Mint,,,,,,,,,,,2 oz ,4 dashes ,4 dashes ,1 slice ,1 ,,,,,,,,,,
Scotch Cobbler,12138,Ordinary Drink,Alcoholic,"Pour scotch, brandy, and curacao over ice in an old-fashioned glass. Add the orange slice, top with the mint sprig, and serve.",Scotch,Brandy,Curacao,Orange,Mint,,,,,,,,,,,2 oz ,4 dashes ,4 dashes ,1 slice ,1 ,,,,,,,,,,
Sidecar Cocktail,12198,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Brandy,Triple sec,Lemon,,,,,,,,,,,,,1 oz ,1/2 oz ,Juice of 1/4 ,,,,,,,,,,,,
Sol Y Sombra,12256,Ordinary Drink,Alcoholic,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",Brandy,Anisette,,,,,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,,,,,,,,,,,,,
Stinger,17193,Ordinary Drink,Alcoholic,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",Brandy,White Creme de Menthe,,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,,,,,,,,,,,,,
Damned if you do,13194,Shot,Alcoholic,Pour into shot glass. Put in mouth. Repeat as deemed necessary.,Whiskey,Hot Damn,,,,,,,,,,,,,,0.75 oz ,0.25 oz ,,,,,,,,,,,,,
Owen's Grandmother's Revenge,13200,Ordinary Drink,Alcoholic,Add ingredients and mix in blender.,Whiskey,Beer,Lemonade,Ice,,,,,,,,,,,,12 oz ,12 oz ,12 oz frozen ,1 cup crushed ,,,,,,,,,,,
Algonquin,11020,Ordinary Drink,Alcoholic,"Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",Blended whiskey,Dry Vermouth,Pineapple juice,,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,,,,,,,,,,,,
Algonquin,11020,Ordinary Drink,Alcoholic,"Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",Blended whiskey,Dry Vermouth,Pineapple juice,,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,,,,,,,,,,,,
Algonquin,11020,Ordinary Drink,Alcoholic,"Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",Blended whiskey,Dry Vermouth,Pineapple juice,,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,,,,,,,,,,,,
Algonquin,11020,Ordinary Drink,Alcoholic,"Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",Blended whiskey,Dry Vermouth,Pineapple juice,,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,,,,,,,,,,,,
Boston Sour,11129,Ordinary Drink,Alcoholic,"Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve.",Blended whiskey,Lemon,Powdered sugar,Egg white,Lemon,Cherry,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1 ,1 slice ,1 ,,,,,,,,,
California Lemonade,11205,Ordinary Drink,Alcoholic,Shake all ingredients (except carbonated water) with ice and strain into a collins glass over shaved ice. Fill with carbonated water and stir. Decorate with slices of orange and lemon. Add the cherry and serve with a straw.,Blended whiskey,Lemon,Lime,Powdered sugar,Grenadine,Carbonated water,,,,,,,,,,2 oz ,Juice of 1 ,Juice of 1 ,1 tblsp,1/4 tsp,,,,,,,,,,
Frisco Sour,11382,Ordinary Drink,Alcoholic,Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.,Blended whiskey,Benedictine,Lemon,Lime,Lemon,Lime,,,,,,,,,,2 oz ,1/2 oz ,Juice of 1/4 ,Juice of 1/2 ,1 slice ,1 slice ,,,,,,,,,
Japanese Fizz,11558,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Blended whiskey,Lemon,Powdered sugar,Port,Egg white,Carbonated water,,,,,,,,,,1 1/2 oz ,Juice of 1/2 ,1 tsp ,1 tblsp,1 ,,,,,,,,,,
New York Sour,11844,Ordinary Drink,Alcoholic,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",Blended whiskey,Lemon,Sugar,Red wine,Lemon,Cherry,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ," (Claret)
",,,,,,,,,,,
Whiskey Sour,11004,Ordinary Drink,Alcoholic,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",Blended whiskey,Lemon,Powdered sugar,Cherry,Lemon,,,,,,,,,,,2 oz ,Juice of 1/2 ,1/2 tsp ,1 ,1/2 slice ,,,,,,,,,,
Allegheny,11021,Ordinary Drink,Alcoholic,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,Dry Vermouth,Bourbon,Blackberry brandy,Lemon juice,Lemon peel,,,,,,,,,,,1 oz ,1 oz ,1 1/2 tsp ,1 1/2 tsp ,1 twist of ,,,,,,,,,,
Allegheny,11021,Ordinary Drink,Alcoholic,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,Dry Vermouth,Bourbon,Blackberry brandy,Lemon juice,Lemon peel,,,,,,,,,,,1 oz ,1 oz ,1 1/2 tsp ,1 1/2 tsp ,1 twist of ,,,,,,,,,,
Allegheny,11021,Ordinary Drink,Alcoholic,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,Dry Vermouth,Bourbon,Blackberry brandy,Lemon juice,Lemon peel,,,,,,,,,,,1 oz ,1 oz ,1 1/2 tsp ,1 1/2 tsp ,1 twist of ,,,,,,,,,,
Allegheny,11021,Ordinary Drink,Alcoholic,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,Dry Vermouth,Bourbon,Blackberry brandy,Lemon juice,Lemon peel,,,,,,,,,,,1 oz ,1 oz ,1 1/2 tsp ,1 1/2 tsp ,1 twist of ,,,,,,,,,,
Bourbon Sour,11147,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry.",Bourbon,Lemon juice,Sugar,Orange,Maraschino cherry,,,,,,,,,,,2 oz ,1 oz ,1/2 tsp superfine ,1 ,1 ,,,,,,,,,,
Brandon and Will's Coke Float,16447,Soft Drink / Soda,Alcoholic,"Scoop two large scoops of vanilla ice-cream into frosted beer mug. Next, add 2 ounces Maker's Mark. Then, pour in coke. Gently stir and enjoy.",Vanilla ice-cream,Coca-Cola,Bourbon,,,,,,,,,,,,,2 scoops ,1 can ,2 oz ,,,,,,,,,,,,
John Collins,11580,Ordinary Drink,Alcoholic,Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,Bourbon,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,,,,,,,,,,2 oz ,1 oz ,1 tsp superfine ,3 oz ,1 ,1 ,,,,,,,,,
Kentucky B And B,11602,Ordinary Drink,Alcoholic,Pour the bourbon and Benedictine into a brandy snifter.,Bourbon,Benedictine,,,,,,,,,,,,,,2 oz ,1/2 oz ,,,,,,,,,,,,,
Kentucky Colonel,11604,Ordinary Drink,Alcoholic,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,Bourbon,Benedictine,Lemon peel,,,,,,,,,,,,,3 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,,
Manhattan,11008,Cocktail,Alcoholic,"Stirred over ice, strained into a chilled glass, garnished, and served up.",Sweet Vermouth,Bourbon,Angostura bitters,Ice,Maraschino cherry,Orange peel,,,,,,,,,,3/4 oz ,2 1/2 oz Blended ,dash ,2 or 3 ,1 ,1 twist of ,,,,,,,,,
Manhattan,11008,Cocktail,Alcoholic,"Stirred over ice, strained into a chilled glass, garnished, and served up.",Sweet Vermouth,Bourbon,Angostura bitters,Ice,Maraschino cherry,Orange peel,,,,,,,,,,3/4 oz ,2 1/2 oz Blended ,dash ,2 or 3 ,1 ,1 twist of ,,,,,,,,,
Manhattan,11008,Cocktail,Alcoholic,"Stirred over ice, strained into a chilled glass, garnished, and served up.",Sweet Vermouth,Bourbon,Angostura bitters,Ice,Maraschino cherry,Orange peel,,,,,,,,,,3/4 oz ,2 1/2 oz Blended ,dash ,2 or 3 ,1 ,1 twist of ,,,,,,,,,
Manhattan,11008,Cocktail,Alcoholic,"Stirred over ice, strained into a chilled glass, garnished, and served up.",Sweet Vermouth,Bourbon,Angostura bitters,Ice,Maraschino cherry,Orange peel,,,,,,,,,,3/4 oz ,2 1/2 oz Blended ,dash ,2 or 3 ,1 ,1 twist of ,,,,,,,,,
Mint Julep,17206,Ordinary Drink,Alcoholic,"In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",Mint,Bourbon,Powdered sugar,Water,,,,,,,,,,,,4 fresh ,2 1/2 oz ,1 tsp ,2 tsp ,,,,,,,,,,,
Old Fashioned,11001,Cocktail,Alcoholic,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.",Bourbon,Angostura bitters,Sugar,Water,,,,,,,,,,,,4.5 cL,2 dashes,1 cube,dash,,,,,,,,,,,
Addington,17227,Cocktail,Alcoholic,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,Sweet Vermouth,Dry Vermouth,Soda Water,,,,,,,,,,,,,2 shots ,1 shot ,"Top up with
",,,,,,,,,,,,
Addington,17227,Cocktail,Alcoholic,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,Sweet Vermouth,Dry Vermouth,Soda Water,,,,,,,,,,,,,2 shots ,1 shot ,"Top up with
",,,,,,,,,,,,
Addington,17227,Cocktail,Alcoholic,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,Sweet Vermouth,Dry Vermouth,Soda Water,,,,,,,,,,,,,2 shots ,1 shot ,"Top up with
",,,,,,,,,,,,
Addington,17227,Cocktail,Alcoholic,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,Sweet Vermouth,Dry Vermouth,Soda Water,,,,,,,,,,,,,2 shots ,1 shot ,"Top up with
",,,,,,,,,,,,
Adonis Cocktail,17838,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",Sweet Vermouth,Sherry,Orange bitters,,,,,,,,,,,,,3/4 oz ,1 1/2 oz dry ,1 dash ,,,,,,,,,,,,
Affinity,17840,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Orange bitters,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,2 dashes ,,,,,,,,,,,
Affinity,17840,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Orange bitters,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,2 dashes ,,,,,,,,,,,
Affinity,17840,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Orange bitters,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,2 dashes ,,,,,,,,,,,
Affinity,17840,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Orange bitters,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,2 dashes ,,,,,,,,,,,
Affinity,17840,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Orange bitters,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,2 dashes ,,,,,,,,,,,
Affinity,17840,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Orange bitters,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,2 dashes ,,,,,,,,,,,
Affinity,17840,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Orange bitters,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,2 dashes ,,,,,,,,,,,
Affinity,17840,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Orange bitters,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,2 dashes ,,,,,,,,,,,
Affinity,17840,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Orange bitters,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,2 dashes ,,,,,,,,,,,
Americano,15941,Ordinary Drink,Alcoholic,"Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice.",Campari,Sweet Vermouth,Lemon peel,Orange peel,,,,,,,,,,,,1 oz ,1 oz red ,Twist of ,Twist of ,,,,,,,,,,,
Balmoral,11060,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Bitters,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes ,,,,,,,,,,,
